country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","29-04-2025 14:00:00",14.675886,77.593027,NH3,5,15,8
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","29-04-2025 14:00:00",14.675886,77.593027,OZONE,4,39,19
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","29-04-2025 14:00:00",13.204880,79.097889,PM2.5,45,111,72
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","29-04-2025 14:00:00",13.204880,79.097889,PM10,40,95,64
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","29-04-2025 14:00:00",13.204880,79.097889,NO2,15,22,19
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","29-04-2025 14:00:00",14.465052,78.824187,NO2,11,21,13
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","29-04-2025 14:00:00",14.465052,78.824187,SO2,15,18,16
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","29-04-2025 14:00:00",16.9872867,81.7363176,OZONE,3,50,7
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","29-04-2025 14:00:00",13.67,79.35,PM2.5,5,75,34
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","29-04-2025 14:00:00",24.792403,84.992416,CO,22,54,32
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","29-04-2025 14:00:00",24.762518,84.982348,PM2.5,18,53,33
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","29-04-2025 14:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","29-04-2025 14:00:00",24.762518,84.982348,SO2,8,9,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","29-04-2025 14:00:00",25.697189,85.245900,CO,18,28,23
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","29-04-2025 14:00:00",25.560083,87.553265,PM2.5,12,48,22
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","29-04-2025 14:00:00",26.0881305,87.93840336,PM2.5,5,15,10
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","29-04-2025 14:00:00",26.0881305,87.93840336,OZONE,15,20,17
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","29-04-2025 14:00:00",16.554731,80.649110,CO,34,44,37
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","29-04-2025 14:00:00",17.72,83.3,PM2.5,10,75,40
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","29-04-2025 14:00:00",17.72,83.3,SO2,7,15,10
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","29-04-2025 14:00:00",27.103358,93.679645,SO2,6,6,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","29-04-2025 14:00:00",26.071318,91.87488,NH3,4,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","29-04-2025 14:00:00",26.071318,91.87488,OZONE,21,46,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","29-04-2025 14:00:00",26.10887,91.589544,PM2.5,27,73,44
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","29-04-2025 14:00:00",26.10887,91.589544,PM10,22,62,38
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","29-04-2025 14:00:00",26.10887,91.589544,SO2,5,14,11
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","29-04-2025 14:00:00",26.10887,91.589544,CO,2,124,52
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","29-04-2025 14:00:00",26.187500,91.744194,PM2.5,12,29,21
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","29-04-2025 14:00:00",26.349082,92.68449,NO2,1,8,3
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","29-04-2025 14:00:00",26.349082,92.68449,CO,1,58,51
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","29-04-2025 14:00:00",26.446912,91.439057,NO2,1,6,2
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","29-04-2025 14:00:00",26.446912,91.439057,OZONE,12,18,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA","29-04-2025 14:00:00",24.82827,92.79525,CO,12,17,13
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","29-04-2025 14:00:00",26.146529,87.454184,NO2,7,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","29-04-2025 14:00:00",25.5626095,84.663264,PM2.5,17,37,24
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","29-04-2025 14:00:00",24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","29-04-2025 14:00:00",27.308328,84.531742,NO2,3,8,5
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","29-04-2025 14:00:00",26.63086,84.90051,PM10,18,77,42
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","29-04-2025 14:00:00",26.11442,85.39813,PM10,20,40,31
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","29-04-2025 14:00:00",26.1403345,85.3650192,NO2,9,10,9
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","29-04-2025 14:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","29-04-2025 14:00:00",25.7808257,84.7446768,CO,31,34,32
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","29-04-2025 14:00:00",24.7955,84.9994,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","29-04-2025 14:00:00",24.7955,84.9994,CO,26,69,40
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","29-04-2025 14:00:00",24.792403,84.992416,PM10,59,146,85
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","29-04-2025 14:00:00",13.67,79.35,NO2,9,19,15
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","29-04-2025 14:00:00",16.536107,80.594233,NO2,13,23,15
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","29-04-2025 14:00:00",16.486692,80.699436,NO2,19,23,20
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","29-04-2025 14:00:00",16.486692,80.699436,NH3,5,6,5
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","29-04-2025 14:00:00",24.75746,84.366208,NH3,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","29-04-2025 14:00:00",25.251013,86.989001,NO2,15,43,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","29-04-2025 14:00:00",25.251013,86.989001,OZONE,13,23,16
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","29-04-2025 14:00:00",25.265194,87.012947,SO2,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","29-04-2025 14:00:00",16.5150833,80.5181667,PM2.5,3,25,14
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","29-04-2025 14:00:00",16.5150833,80.5181667,PM10,20,157,83
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","29-04-2025 14:00:00",21.371751,81.664929,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","29-04-2025 14:00:00",21.371751,81.664929,CO,10,10,10
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","29-04-2025 14:00:00",22.06631475,83.33820077,NH3,1,3,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","29-04-2025 14:00:00",22.06631475,83.33820077,SO2,5,11,6
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","29-04-2025 14:00:00",22.06631475,83.33820077,CO,14,50,37
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","29-04-2025 14:00:00",22.06631475,83.33820077,OZONE,4,66,32
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-04-2025 14:00:00",28.815329,77.153010,PM2.5,80,303,182
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-04-2025 14:00:00",28.815329,77.153010,NH3,14,16,15
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-04-2025 14:00:00",28.815329,77.153010,CO,2,74,53
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","29-04-2025 14:00:00",28.647622,77.3158090,NO2,34,124,64
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","29-04-2025 14:00:00",28.695381,77.181665,NH3,9,13,10
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","29-04-2025 14:00:00",28.4706914,77.1099364,NO2,NA,NA,NA
India,Delhi,Delhi,"Bawana, Delhi - DPCC","29-04-2025 14:00:00",28.776200,77.051074,PM2.5,99,304,195
India,Delhi,Delhi,"Bawana, Delhi - DPCC","29-04-2025 14:00:00",28.776200,77.051074,PM10,169,409,270
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","29-04-2025 14:00:00",28.7256504,77.2011573,PM2.5,62,223,131
